カード1,カード2,カード3,カード1属性,カード2属性,カード3属性
5,19,72,"三角,2,赤,中白","三角,1,緑,中無","三角,3,紫,中同色"
5,20,71,"三角,2,赤,中白","ハート,3,緑,中無","丸,1,紫,中同色"
5,21,70,"三角,2,赤,中白","丸,2,緑,中無","ハート,2,紫,中同色"
5,22,69,"三角,2,赤,中白","丸,3,緑,中無","ハート,1,紫,中同色"
5,23,68,"三角,2,赤,中白","三角,2,緑,中無","三角,2,紫,中同色"
5,24,67,"三角,2,赤,中白","ハート,1,緑,中無","丸,3,紫,中同色"
5,25,66,"三角,2,赤,中白","ハート,2,緑,中無","丸,2,紫,中同色"
5,26,65,"三角,2,赤,中白","丸,1,緑,中無","ハート,3,紫,中同色"
5,27,64,"三角,2,赤,中白","三角,3,緑,中無","三角,1,紫,中同色"
5,28,63,"三角,2,赤,中白","三角,1,緑,中白","三角,3,紫,中白"
5,29,62,"三角,2,赤,中白","ハート,3,緑,中白","丸,1,紫,中白"
5,30,61,"三角,2,赤,中白","丸,2,緑,中白","ハート,2,紫,中白"
5,31,60,"三角,2,赤,中白","丸,3,緑,中白","ハート,1,紫,中白"
5,32,59,"三角,2,赤,中白","三角,2,緑,中白","三角,2,紫,中白"
5,33,58,"三角,2,赤,中白","ハート,1,緑,中白","丸,3,紫,中白"
5,34,57,"三角,2,赤,中白","ハート,2,緑,中白","丸,2,紫,中白"
5,35,56,"三角,2,赤,中白","丸,1,緑,中白","ハート,3,紫,中白"
5,36,55,"三角,2,赤,中白","三角,3,緑,中白","三角,1,紫,中白"
5,37,54,"三角,2,赤,中白","三角,1,緑,中同色","三角,3,紫,中無"
5,38,53,"三角,2,赤,中白","ハート,3,緑,中同色","丸,1,紫,中無"
5,39,52,"三角,2,赤,中白","丸,2,緑,中同色","ハート,2,紫,中無"
5,40,51,"三角,2,赤,中白","丸,3,緑,中同色","ハート,1,紫,中無"
5,41,50,"三角,2,赤,中白","三角,2,緑,中同色","三角,2,紫,中無"
5,42,49,"三角,2,赤,中白","ハート,1,緑,中同色","丸,3,紫,中無"
5,43,48,"三角,2,赤,中白","ハート,2,緑,中同色","丸,2,紫,中無"
5,44,47,"三角,2,赤,中白","丸,1,緑,中同色","ハート,3,紫,中無"
5,45,46,"三角,2,赤,中白","三角,3,緑,中同色","三角,1,紫,中無"
5,46,45,"三角,2,赤,中白","三角,1,紫,中無","三角,3,緑,中同色"
5,47,44,"三角,2,赤,中白","ハート,3,紫,中無","丸,1,緑,中同色"
5,48,43,"三角,2,赤,中白","丸,2,紫,中無","ハート,2,緑,中同色"
5,49,42,"三角,2,赤,中白","丸,3,紫,中無","ハート,1,緑,中同色"
5,50,41,"三角,2,赤,中白","三角,2,紫,中無","三角,2,緑,中同色"
5,51,40,"三角,2,赤,中白","ハート,1,紫,中無","丸,3,緑,中同色"
5,52,39,"三角,2,赤,中白","ハート,2,紫,中無","丸,2,緑,中同色"
5,53,38,"三角,2,赤,中白","丸,1,紫,中無","ハート,3,緑,中同色"
5,54,37,"三角,2,赤,中白","三角,3,紫,中無","三角,1,緑,中同色"
5,55,36,"三角,2,赤,中白","三角,1,紫,中白","三角,3,緑,中白"
5,56,35,"三角,2,赤,中白","ハート,3,紫,中白","丸,1,緑,中白"
5,57,34,"三角,2,赤,中白","丸,2,紫,中白","ハート,2,緑,中白"
5,58,33,"三角,2,赤,中白","丸,3,紫,中白","ハート,1,緑,中白"
5,59,32,"三角,2,赤,中白","三角,2,紫,中白","三角,2,緑,中白"
5,60,31,"三角,2,赤,中白","ハート,1,紫,中白","丸,3,緑,中白"
5,61,30,"三角,2,赤,中白","ハート,2,紫,中白","丸,2,緑,中白"
5,62,29,"三角,2,赤,中白","丸,1,紫,中白","ハート,3,緑,中白"
5,63,28,"三角,2,赤,中白","三角,3,紫,中白","三角,1,緑,中白"
5,64,27,"三角,2,赤,中白","三角,1,紫,中同色","三角,3,緑,中無"
5,65,26,"三角,2,赤,中白","ハート,3,紫,中同色","丸,1,緑,中無"
5,66,25,"三角,2,赤,中白","丸,2,紫,中同色","ハート,2,緑,中無"
5,67,24,"三角,2,赤,中白","丸,3,紫,中同色","ハート,1,緑,中無"
5,68,23,"三角,2,赤,中白","三角,2,紫,中同色","三角,2,緑,中無"
5,69,22,"三角,2,赤,中白","ハート,1,紫,中同色","丸,3,緑,中無"
5,70,21,"三角,2,赤,中白","ハート,2,紫,中同色","丸,2,緑,中無"
5,71,20,"三角,2,赤,中白","丸,1,紫,中同色","ハート,3,緑,中無"
5,72,19,"三角,2,赤,中白","三角,3,紫,中同色","三角,1,緑,中無"
5,73,18,"三角,2,赤,中白","三角,1,赤,中無","三角,3,赤,中同色"
5,74,17,"三角,2,赤,中白","ハート,3,赤,中無","丸,1,赤,中同色"
5,75,16,"三角,2,赤,中白","丸,2,赤,中無","ハート,2,赤,中同色"
5,76,15,"三角,2,赤,中白","丸,3,赤,中無","ハート,1,赤,中同色"
5,77,14,"三角,2,赤,中白","三角,2,赤,中無","三角,2,赤,中同色"
5,78,13,"三角,2,赤,中白","ハート,1,赤,中無","丸,3,赤,中同色"
5,79,12,"三角,2,赤,中白","ハート,2,赤,中無","丸,2,赤,中同色"
5,80,11,"三角,2,赤,中白","丸,1,赤,中無","ハート,3,赤,中同色"
5,81,10,"三角,2,赤,中白","三角,3,赤,中無","三角,1,赤,中同色"
6,7,2,"ハート,1,赤,中白","ハート,2,赤,中白","ハート,3,赤,中白"
6,8,1,"ハート,1,赤,中白","丸,1,赤,中白","三角,1,赤,中白"
6,9,3,"ハート,1,赤,中白","三角,3,赤,中白","丸,2,赤,中白"
6,10,80,"ハート,1,赤,中白","三角,1,赤,中同色","丸,1,赤,中無"
6,11,79,"ハート,1,赤,中白","ハート,3,赤,中同色","ハート,2,赤,中無"
6,12,81,"ハート,1,赤,中白","丸,2,赤,中同色","三角,3,赤,中無"
6,13,77,"ハート,1,赤,中白","丸,3,赤,中同色","三角,2,赤,中無"
6,14,76,"ハート,1,赤,中白","三角,2,赤,中同色","丸,3,赤,中無"
6,15,78,"ハート,1,赤,中白","ハート,1,赤,中同色","ハート,1,赤,中無"
6,16,74,"ハート,1,赤,中白","ハート,2,赤,中同色","ハート,3,赤,中無"
6,17,73,"ハート,1,赤,中白","丸,1,赤,中同色","三角,1,赤,中無"
6,18,75,"ハート,1,赤,中白","三角,3,赤,中同色","丸,2,赤,中無"
6,19,71,"ハート,1,赤,中白","三角,1,緑,中無","丸,1,紫,中同色"
6,20,70,"ハート,1,赤,中白","ハート,3,緑,中無","ハート,2,紫,中同色"
6,21,72,"ハート,1,赤,中白","丸,2,緑,中無","三角,3,紫,中同色"
6,22,68,"ハート,1,赤,中白","丸,3,緑,中無","三角,2,紫,中同色"
6,23,67,"ハート,1,赤,中白","三角,2,緑,中無","丸,3,紫,中同色"
6,24,69,"ハート,1,赤,中白","ハート,1,緑,中無","ハート,1,紫,中同色"
6,25,65,"ハート,1,赤,中白","ハート,2,緑,中無","ハート,3,紫,中同色"
6,26,64,"ハート,1,赤,中白","丸,1,緑,中無","三角,1,紫,中同色"
6,27,66,"ハート,1,赤,中白","三角,3,緑,中無","丸,2,紫,中同色"
6,28,62,"ハート,1,赤,中白","三角,1,緑,中白","丸,1,紫,中白"
6,29,61,"ハート,1,赤,中白","ハート,3,緑,中白","ハート,2,紫,中白"
6,30,63,"ハート,1,赤,中白","丸,2,緑,中白","三角,3,紫,中白"
6,31,59,"ハート,1,赤,中白","丸,3,緑,中白","三角,2,紫,中白"
6,32,58,"ハート,1,赤,中白","三角,2,緑,中白","丸,3,紫,中白"
6,33,60,"ハート,1,赤,中白","ハート,1,緑,中白","ハート,1,紫,中白"
6,34,56,"ハート,1,赤,中白","ハート,2,緑,中白","ハート,3,紫,中白"
6,35,55,"ハート,1,赤,中白","丸,1,緑,中白","三角,1,紫,中白"
6,36,57,"ハート,1,赤,中白","三角,3,緑,中白","丸,2,紫,中白"
6,37,53,"ハート,1,赤,中白","三角,1,緑,中同色","丸,1,紫,中無"
6,38,52,"ハート,1,赤,中白","ハート,3,緑,中同色","ハート,2,紫,中無"
6,39,54,"ハート,1,赤,中白","丸,2,緑,中同色","三角,3,紫,中無"
6,40,50,"ハート,1,赤,中白","丸,3,緑,中同色","三角,2,紫,中無"
6,41,49,"ハート,1,赤,中白","三角,2,緑,中同色","丸,3,紫,中無"
6,42,51,"ハート,1,赤,中白","ハート,1,緑,中同色","ハート,1,紫,中無"
6,43,47,"ハート,1,赤,中白","ハート,2,緑,中同色","ハート,3,紫,中無"
6,44,46,"ハート,1,赤,中白","丸,1,緑,中同色","三角,1,紫,中無"
6,45,48,"ハート,1,赤,中白","三角,3,緑,中同色","丸,2,紫,中無"
6,46,44,"ハート,1,赤,中白","三角,1,紫,中無","丸,1,緑,中同色"
6,47,43,"ハート,1,赤,中白","ハート,3,紫,中無","ハート,2,緑,中同色"
6,48,45,"ハート,1,赤,中白","丸,2,紫,中無","三角,3,緑,中同色"
6,49,41,"ハート,1,赤,中白","丸,3,紫,中無","三角,2,緑,中同色"
6,50,40,"ハート,1,赤,中白","三角,2,紫,中無","丸,3,緑,中同色"
6,51,42,"ハート,1,赤,中白","ハート,1,紫,中無","ハート,1,緑,中同色"
6,52,38,"ハート,1,赤,中白","ハート,2,紫,中無","ハート,3,緑,中同色"
6,53,37,"ハート,1,赤,中白","丸,1,紫,中無","三角,1,緑,中同色"
6,54,39,"ハート,1,赤,中白","三角,3,紫,中無","丸,2,緑,中同色"
6,55,35,"ハート,1,赤,中白","三角,1,紫,中白","丸,1,緑,中白"
6,56,34,"ハート,1,赤,中白","ハート,3,紫,中白","ハート,2,緑,中白"
6,57,36,"ハート,1,赤,中白","丸,2,紫,中白","三角,3,緑,中白"
6,58,32,"ハート,1,赤,中白","丸,3,紫,中白","三角,2,緑,中白"
6,59,31,"ハート,1,赤,中白","三角,2,紫,中白","丸,3,緑,中白"
6,60,33,"ハート,1,赤,中白","ハート,1,紫,中白","ハート,1,緑,中白"
6,61,29,"ハート,1,赤,中白","ハート,2,紫,中白","ハート,3,緑,中白"
6,62,28,"ハート,1,赤,中白","丸,1,紫,中白","三角,1,緑,中白"
6,63,30,"ハート,1,赤,中白","三角,3,紫,中白","丸,2,緑,中白"
6,64,26,"ハート,1,赤,中白","三角,1,紫,中同色","丸,1,緑,中無"
6,65,25,"ハート,1,赤,中白","ハート,3,紫,中同色","ハート,2,緑,中無"
6,66,27,"ハート,1,赤,中白","丸,2,紫,中同色","三角,3,緑,中無"
6,67,23,"ハート,1,赤,中白","丸,3,紫,中同色","三角,2,緑,中無"
6,68,22,"ハート,1,赤,中白","三角,2,紫,中同色","丸,3,緑,中無"
6,69,24,"ハート,1,赤,中白","ハート,1,紫,中同色","ハート,1,緑,中無"
6,70,20,"ハート,1,赤,中白","ハート,2,紫,中同色","ハート,3,緑,中無"
6,71,19,"ハート,1,赤,中白","丸,1,紫,中同色","三角,1,緑,中無"
6,72,21,"ハート,1,赤,中白","三角,3,紫,中同色","丸,2,緑,中無"
6,73,17,"ハート,1,赤,中白","三角,1,赤,中無","丸,1,赤,中同色"
6,74,16,"ハート,1,赤,中白","ハート,3,赤,中無","ハート,2,赤,中同色"
6,75,18,"ハート,1,赤,中白","丸,2,赤,中無","三角,3,赤,中同色"
6,76,14,"ハート,1,赤,中白","丸,3,赤,中無","三角,2,赤,中同色"
6,77,13,"ハート,1,赤,中白","三角,2,赤,中無","丸,3,赤,中同色"
6,78,15,"ハート,1,赤,中白","ハート,1,赤,中無","ハート,1,赤,中同色"
6,79,11,"ハート,1,赤,中白","ハート,2,赤,中無","ハート,3,赤,中同色"
6,80,10,"ハート,1,赤,中白","丸,1,赤,中無","三角,1,赤,中同色"
6,81,12,"ハート,1,赤,中白","三角,3,赤,中無","丸,2,赤,中同色"
7,8,9,"ハート,2,赤,中白","丸,1,赤,中白","三角,3,赤,中白"
7,9,8,"ハート,2,赤,中白","三角,3,赤,中白","丸,1,赤,中白"
7,10,76,"ハート,2,赤,中白","三角,1,赤,中同色","丸,3,赤,中無"
7,11,78,"ハート,2,赤,中白","ハート,3,赤,中同色","ハート,1,赤,中無"
7,12,77,"ハート,2,赤,中白","丸,2,赤,中同色","三角,2,赤,中無"
7,13,73,"ハート,2,赤,中白","丸,3,赤,中同色","三角,1,赤,中無"
7,14,75,"ハート,2,赤,中白","三角,2,赤,中同色","丸,2,赤,中無"
7,15,74,"ハート,2,赤,中白","ハート,1,赤,中同色","ハート,3,赤,中無"
7,16,79,"ハート,2,赤,中白","ハート,2,赤,中同色","ハート,2,赤,中無"
7,17,81,"ハート,2,赤,中白","丸,1,赤,中同色","三角,3,赤,中無"
7,18,80,"ハート,2,赤,中白","三角,3,赤,中同色","丸,1,赤,中無"
7,19,67,"ハート,2,赤,中白","三角,1,緑,中無","丸,3,紫,中同色"
7,20,69,"ハート,2,赤,中白","ハート,3,緑,中無","ハート,1,紫,中同色"
7,21,68,"ハート,2,赤,中白","丸,2,緑,中無","三角,2,紫,中同色"
7,22,64,"ハート,2,赤,中白","丸,3,緑,中無","三角,1,紫,中同色"
7,23,66,"ハート,2,赤,中白","三角,2,緑,中無","丸,2,紫,中同色"
7,24,65,"ハート,2,赤,中白","ハート,1,緑,中無","ハート,3,紫,中同色"
7,25,70,"ハート,2,赤,中白","ハート,2,緑,中無","ハート,2,紫,中同色"
7,26,72,"ハート,2,赤,中白","丸,1,緑,中無","三角,3,紫,中同色"
7,27,71,"ハート,2,赤,中白","三角,3,緑,中無","丸,1,紫,中同色"
7,28,58,"ハート,2,赤,中白","三角,1,緑,中白","丸,3,紫,中白"
7,29,60,"ハート,2,赤,中白","ハート,3,緑,中白","ハート,1,紫,中白"
7,30,59,"ハート,2,赤,中白","丸,2,緑,中白","三角,2,紫,中白"
7,31,55,"ハート,2,赤,中白","丸,3,緑,中白","三角,1,紫,中白"
7,32,57,"ハート,2,赤,中白","三角,2,緑,中白","丸,2,紫,中白"
7,33,56,"ハート,2,赤,中白","ハート,1,緑,中白","ハート,3,紫,中白"
7,34,61,"ハート,2,赤,中白","ハート,2,緑,中白","ハート,2,紫,中白"
7,35,63,"ハート,2,赤,中白","丸,1,緑,中白","三角,3,紫,中白"
7,36,62,"ハート,2,赤,中白","三角,3,緑,中白","丸,1,紫,中白"
7,37,49,"ハート,2,赤,中白","三角,1,緑,中同色","丸,3,紫,中無"
7,38,51,"ハート,2,赤,中白","ハート,3,緑,中同色","ハート,1,紫,中無"
7,39,50,"ハート,2,赤,中白","丸,2,緑,中同色","三角,2,紫,中無"
7,40,46,"ハート,2,赤,中白","丸,3,緑,中同色","三角,1,紫,中無"
7,41,48,"ハート,2,赤,中白","三角,2,緑,中同色","丸,2,紫,中無"
7,42,47,"ハート,2,赤,中白","ハート,1,緑,中同色","ハート,3,紫,中無"
7,43,52,"ハート,2,赤,中白","ハート,2,緑,中同色","ハート,2,紫,中無"
7,44,54,"ハート,2,赤,中白","丸,1,緑,中同色","三角,3,紫,中無"
7,45,53,"ハート,2,赤,中白","三角,3,緑,中同色","丸,1,紫,中無"
7,46,40,"ハート,2,赤,中白","三角,1,紫,中無","丸,3,緑,中同色"
7,47,42,"ハート,2,赤,中白","ハート,3,紫,中無","ハート,1,緑,中同色"
7,48,41,"ハート,2,赤,中白","丸,2,紫,中無","三角,2,緑,中同色"
7,49,37,"ハート,2,赤,中白","丸,3,紫,中無","三角,1,緑,中同色"
7,50,39,"ハート,2,赤,中白","三角,2,紫,中無","丸,2,緑,中同色"
7,51,38,"ハート,2,赤,中白","ハート,1,紫,中無","ハート,3,緑,中同色"
7,52,43,"ハート,2,赤,中白","ハート,2,紫,中無","ハート,2,緑,中同色"
7,53,45,"ハート,2,赤,中白","丸,1,紫,中無","三角,3,緑,中同色"
7,54,44,"ハート,2,赤,中白","三角,3,紫,中無","丸,1,緑,中同色"
7,55,31,"ハート,2,赤,中白","三角,1,紫,中白","丸,3,緑,中白"
7,56,33,"ハート,2,赤,中白","ハート,3,紫,中白","ハート,1,緑,中白"
7,57,32,"ハート,2,赤,中白","丸,2,紫,中白","三角,2,緑,中白"
7,58,28,"ハート,2,赤,中白","丸,3,紫,中白","三角,1,緑,中白"
7,59,30,"ハート,2,赤,中白","三角,2,紫,中白","丸,2,緑,中白"
7,60,29,"ハート,2,赤,中白","ハート,1,紫,中白","ハート,3,緑,中白"
7,61,34,"ハート,2,赤,中白","ハート,2,紫,中白","ハート,2,緑,中白"
7,62,36,"ハート,2,赤,中白","丸,1,紫,中白","三角,3,緑,中白"
7,63,35,"ハート,2,赤,中白","三角,3,紫,中白","丸,1,緑,中白"
7,64,22,"ハート,2,赤,中白","三角,1,紫,中同色","丸,3,緑,中無"
7,65,24,"ハート,2,赤,中白","ハート,3,紫,中同色","ハート,1,緑,中無"
7,66,23,"ハート,2,赤,中白","丸,2,紫,中同色","三角,2,緑,中無"
7,67,19,"ハート,2,赤,中白","丸,3,紫,中同色","三角,1,緑,中無"
7,68,21,"ハート,2,赤,中白","三角,2,紫,中同色","丸,2,緑,中無"
7,69,20,"ハート,2,赤,中白","ハート,1,紫,中同色","ハート,3,緑,中無"
7,70,25,"ハート,2,赤,中白","ハート,2,紫,中同色","ハート,2,緑,中無"
7,71,27,"ハート,2,赤,中白","丸,1,紫,中同色","三角,3,緑,中無"
7,72,26,"ハート,2,赤,中白","三角,3,紫,中同色","丸,1,緑,中無"
7,73,13,"ハート,2,赤,中白","三角,1,赤,中無","丸,3,赤,中同色"
7,74,15,"ハート,2,赤,中白","ハート,3,赤,中無","ハート,1,赤,中同色"
7,75,14,"ハート,2,赤,中白","丸,2,赤,中無","三角,2,赤,中同色"
7,76,10,"ハート,2,赤,中白","丸,3,赤,中無","三角,1,赤,中同色"
7,77,12,"ハート,2,赤,中白","三角,2,赤,中無","丸,2,赤,中同色"
7,78,11,"ハート,2,赤,中白","ハート,1,赤,中無","ハート,3,赤,中同色"
7,79,16,"ハート,2,赤,中白","ハート,2,赤,中無","ハート,2,赤,中同色"
7,80,18,"ハート,2,赤,中白","丸,1,赤,中無","三角,3,赤,中同色"
7,81,17,"ハート,2,赤,中白","三角,3,赤,中無","丸,1,赤,中同色"
8,9,7,"丸,1,赤,中白","三角,3,赤,中白","ハート,2,赤,中白"
8,10,78,"丸,1,赤,中白","三角,1,赤,中同色","ハート,1,赤,中無"
8,11,77,"丸,1,赤,中白","ハート,3,赤,中同色","三角,2,赤,中無"
8,12,76,"丸,1,赤,中白","丸,2,赤,中同色","丸,3,赤,中無"
8,13,75,"丸,1,赤,中白","丸,3,赤,中同色","丸,2,赤,中無"
8,14,74,"丸,1,赤,中白","三角,2,赤,中同色","ハート,3,赤,中無"
8,15,73,"丸,1,赤,中白","ハート,1,赤,中同色","三角,1,赤,中無"
8,16,81,"丸,1,赤,中白","ハート,2,赤,中同色","三角,3,赤,中無"
8,17,80,"丸,1,赤,中白","丸,1,赤,中同色","丸,1,赤,中無"
8,18,79,"丸,1,赤,中白","三角,3,赤,中同色","ハート,2,赤,中無"
8,19,69,"丸,1,赤,中白","三角,1,緑,中無","ハート,1,紫,中同色"
8,20,68,"丸,1,赤,中白","ハート,3,緑,中無","三角,2,紫,中同色"
8,21,67,"丸,1,赤,中白","丸,2,緑,中無","丸,3,紫,中同色"
8,22,66,"丸,1,赤,中白","丸,3,緑,中無","丸,2,紫,中同色"
8,23,65,"丸,1,赤,中白","三角,2,緑,中無","ハート,3,紫,中同色"
8,24,64,"丸,1,赤,中白","ハート,1,緑,中無","三角,1,紫,中同色"
8,25,72,"丸,1,赤,中白","ハート,2,緑,中無","三角,3,紫,中同色"
8,26,71,"丸,1,赤,中白","丸,1,緑,中無","丸,1,紫,中同色"
8,27,70,"丸,1,赤,中白","三角,3,緑,中無","ハート,2,紫,中同色"
8,28,60,"丸,1,赤,中白","三角,1,緑,中白","ハート,1,紫,中白"
8,29,59,"丸,1,赤,中白","ハート,3,緑,中白","三角,2,紫,中白"
8,30,58,"丸,1,赤,中白","丸,2,緑,中白","丸,3,紫,中白"
8,31,57,"丸,1,赤,中白","丸,3,緑,中白","丸,2,紫,中白"
8,32,56,"丸,1,赤,中白","三角,2,緑,中白","ハート,3,紫,中白"
8,33,55,"丸,1,赤,中白","ハート,1,緑,中白","三角,1,紫,中白"
8,34,63,"丸,1,赤,中白","ハート,2,緑,中白","三角,3,紫,中白"
8,35,62,"丸,1,赤,中白","丸,1,緑,中白","丸,1,紫,中白"
8,36,61,"丸,1,赤,中白","三角,3,緑,中白","ハート,2,紫,中白"
8,37,51,"丸,1,赤,中白","三角,1,緑,中同色","ハート,1,紫,中無"
8,38,50,"丸,1,赤,中白","ハート,3,緑,中同色","三角,2,紫,中無"
8,39,49,"丸,1,赤,中白","丸,2,緑,中同色","丸,3,紫,中無"
8,40,48,"丸,1,赤,中白","丸,3,緑,中同色","丸,2,紫,中無"
8,41,47,"丸,1,赤,中白","三角,2,緑,中同色","ハート,3,紫,中無"
8,42,46,"丸,1,赤,中白","ハート,1,緑,中同色","三角,1,紫,中無"
8,43,54,"丸,1,赤,中白","ハート,2,緑,中同色","三角,3,紫,中無"
8,44,53,"丸,1,赤,中白","丸,1,緑,中同色","丸,1,紫,中無"
8,45,52,"丸,1,赤,中白","三角,3,緑,中同色","ハート,2,紫,中無"
8,46,42,"丸,1,赤,中白","三角,1,紫,中無","ハート,1,緑,中同色"
8,47,41,"丸,1,赤,中白","ハート,3,紫,中無","三角,2,緑,中同色"
8,48,40,"丸,1,赤,中白","丸,2,紫,中無","丸,3,緑,中同色"
8,49,39,"丸,1,赤,中白","丸,3,紫,中無","丸,2,緑,中同色"
8,50,38,"丸,1,赤,中白","三角,2,紫,中無","ハート,3,緑,中同色"
8,51,37,"丸,1,赤,中白","ハート,1,紫,中無","三角,1,緑,中同色"
8,52,45,"丸,1,赤,中白","ハート,2,紫,中無","三角,3,緑,中同色"
